"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","view_history","rt","stimulus","response","image","image_category","arrow","arrow_position","response_arrow","correct"
"","","","","","html-keyboard-response","206","2.1.0","179942","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","207","2.1.0","180654","","710","
        <div class=""progress-bar"" style=""width: 67.5%;""></div>
        <div class=""trial-counter"">Trial 81 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Nude couple 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Nude couple 5.jpg","high_arousal_positive","←","right-bottom-upper","←","1"
"","","","","","html-keyboard-response","208","2.1.0","181455","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","209","2.1.0","182528","","1071","
        <div class=""progress-bar"" style=""width: 60%;""></div>
        <div class=""trial-counter"">Trial 72 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/War 8.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/War 8.jpg","high_arousal_negative","↓","right-bottom-upper","↓","1"
"","","","","","html-keyboard-response","210","2.1.0","183338","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","211","2.1.0","184932","","1593","
        <div class=""progress-bar"" style=""width: 57.49999999999999%;""></div>
        <div class=""trial-counter"">Trial 69 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Dummy 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 65%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Dummy 1.jpg","high_arousal_negative","←","right-lower","←","1"
"","","","","","html-keyboard-response","212","2.1.0","185845","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","213","2.1.0","186761","","915","
        <div class=""progress-bar"" style=""width: 90%;""></div>
        <div class=""trial-counter"">Trial 108 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Rainbow 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 55%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_pos/Rainbow 2.jpg","high_arousal_positive","→","right-mid-lower","→","1"
"","","","","","html-keyboard-response","214","2.1.0","187574","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","215","2.1.0","188275","","700","
        <div class=""progress-bar"" style=""width: 1.6666666666666667%;""></div>
        <div class=""trial-counter"">Trial 2 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 1.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 85%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Wall 1.jpg","neutral","↑","left-bottom","↑","1"
"","","","","","html-keyboard-response","216","2.1.0","189085","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","217","2.1.0","189666","","579","
        <div class=""progress-bar"" style=""width: 63.33333333333333%;""></div>
        <div class=""trial-counter"">Trial 76 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_neg/Fire 5.jpg","high_arousal_negative","←","left-lower","←","1"
"","","","","","html-keyboard-response","218","2.1.0","190480","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","219","2.1.0","191445","","964","
        <div class=""progress-bar"" style=""width: 70%;""></div>
        <div class=""trial-counter"">Trial 84 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Rainbow 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 45%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_pos/Rainbow 2.jpg","high_arousal_positive","↓","right-mid","↓","1"
"","","","","","html-keyboard-response","220","2.1.0","192254","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","221","2.1.0","192990","","735","
        <div class=""progress-bar"" style=""width: 31.666666666666664%;""></div>
        <div class=""trial-counter"">Trial 38 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Paper 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Paper 3.jpg","neutral","→","left-upper-mid","→","1"
"","","","","","html-keyboard-response","222","2.1.0","193799","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","223","2.1.0","195464","","1664","
        <div class=""progress-bar"" style=""width: 61.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 74 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Explosion 5.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 35%; transform: translate(-50%, -50%);"">
                ↓
            </div>
        </div>
    ","ArrowDown","images/high_neg/Explosion 5.jpg","high_arousal_negative","↓","left-upper-mid","↓","1"
"","","","","","html-keyboard-response","224","2.1.0","196268","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","225","2.1.0","197868","","1599","
        <div class=""progress-bar"" style=""width: 54.166666666666664%;""></div>
        <div class=""trial-counter"">Trial 65 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Injury 4.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 85%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Injury 4.jpg","high_arousal_negative","↑","right-bottom","↑","1"
"","","","","","html-keyboard-response","226","2.1.0","198670","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","227","2.1.0","199913","","1244","
        <div class=""progress-bar"" style=""width: 51.66666666666667%;""></div>
        <div class=""trial-counter"">Trial 62 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Fire 9.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Fire 9.jpg","high_arousal_negative","↑","left-lower","↑","1"
"","","","","","html-keyboard-response","228","2.1.0","200726","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","229","2.1.0","201441","","713","
        <div class=""progress-bar"" style=""width: 14.166666666666666%;""></div>
        <div class=""trial-counter"">Trial 17 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 75%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/neutral/Wall 2.jpg","neutral","↑","left-bottom-upper","↑","1"
"","","","","","html-keyboard-response","230","2.1.0","202252","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","231","2.1.0","203325","","1071","
        <div class=""progress-bar"" style=""width: 68.33333333333333%;""></div>
        <div class=""trial-counter"">Trial 82 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Dog 6.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 75%; transform: translate(-50%, -50%);"">
                ←
            </div>
        </div>
    ","ArrowLeft","images/high_pos/Dog 6.jpg","high_arousal_positive","←","right-bottom-upper","←","1"
"","","","","","html-keyboard-response","232","2.1.0","204134","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","233","2.1.0","204673","","538","
        <div class=""progress-bar"" style=""width: 15.833333333333332%;""></div>
        <div class=""trial-counter"">Trial 19 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/neutral/Wall 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 45%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/neutral/Wall 3.jpg","neutral","→","left-mid","→","1"
"","","","","","html-keyboard-response","234","2.1.0","205475","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","235","2.1.0","206055","","580","
        <div class=""progress-bar"" style=""width: 45.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 55 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Miserable pose 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 65%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Miserable pose 3.jpg","high_arousal_negative","↑","right-lower","↑","1"
"","","","","","html-keyboard-response","236","2.1.0","206863","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","237","2.1.0","207482","","618","
        <div class=""progress-bar"" style=""width: 65.83333333333333%;""></div>
        <div class=""trial-counter"">Trial 79 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Miserable pose 3.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 65%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_neg/Miserable pose 3.jpg","high_arousal_negative","↑","left-lower","↑","1"
"","","","","","html-keyboard-response","238","2.1.0","208283","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","239","2.1.0","209121","","837","
        <div class=""progress-bar"" style=""width: 82.5%;""></div>
        <div class=""trial-counter"">Trial 99 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_pos/Fireworks 2.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 8%; top: 15%; transform: translate(-50%, -50%);"">
                ↑
            </div>
        </div>
    ","ArrowUp","images/high_pos/Fireworks 2.jpg","high_arousal_positive","↑","left-top","↑","1"
"","","","","","html-keyboard-response","240","2.1.0","209923","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
"","","","","","html-keyboard-response","241","2.1.0","210883","","959","
        <div class=""progress-bar"" style=""width: 47.5%;""></div>
        <div class=""trial-counter"">Trial 57 / 120</div>
        <div class=""trial-screen"">
            <div class=""center-image-container"">
                <img src=""images/high_neg/Injury 4.jpg"" class=""center-image"">
            </div>
            <div class=""arrow-subtle"" style=""left: 92%; top: 25%; transform: translate(-50%, -50%);"">
                →
            </div>
        </div>
    ","ArrowRight","images/high_neg/Injury 4.jpg","high_arousal_negative","→","right-upper","→","1"
"","","","","","html-keyboard-response","242","2.1.0","211686","","null","
            <div class=""trial-screen"">
                <div class=""fixation-modern"">+</div>
            </div>
        ","null","","","","","",""
